"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-12-31 23:00:00","2021-01-01 00:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,5002500,5002500,0,1980990,0.39599999785423
"2021-01-01 00:00:00","2021-01-01 01:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,4344000,4344000,0,1720224,0.39599999785423
"2021-01-01 01:00:00","2021-01-01 02:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,3670500,3670500,0,1453518,0.39599999785423
"2021-01-01 02:00:00","2021-01-01 03:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2972500,2972500,0,1177110,0.39599999785423
"2021-01-01 03:00:00","2021-01-01 04:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2881750,2881750,0,1141173,0.39599999785423
"2021-01-01 04:00:00","2021-01-01 05:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2850750,2850750,0,1128897,0.39599999785423
"2021-01-01 05:00:00","2021-01-01 06:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2870250,2870250,0,1136619,0.39599999785423
"2021-01-01 06:00:00","2021-01-01 07:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,3047250,3047250,0,1206711,0.39599999785423
"2021-01-01 07:00:00","2021-01-01 08:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,3099000,3099000,0,1227204,0.39599999785423
"2021-01-01 08:00:00","2021-01-01 09:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,3722250,3722250,0,1474011,0.39599999785423
"2021-01-01 09:00:00","2021-01-01 10:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,4132000,4132000,0,1636272,0.39599999785423
"2021-01-01 10:00:00","2021-01-01 11:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,4286250,4286250,0,1697355,0.39599999785423
"2021-01-01 11:00:00","2021-01-01 12:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,4360500,4360500,0,1726758,0.39599999785423
"2021-01-01 12:00:00","2021-01-01 13:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,4319500,4319500,0,1710522,0.39599999785423
"2021-01-01 13:00:00","2021-01-01 14:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,4737500,4737500,0,1876050,0.39599999785423
"2021-01-01 14:00:00","2021-01-01 15:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,5214500,5214500,0,2064942,0.39599999785423
"2021-01-01 15:00:00","2021-01-01 16:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,5410500,5410500,0,2142558,0.39599999785423
"2021-01-01 16:00:00","2021-01-01 17:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,5703250,5703250,0,2258487,0.39599999785423
"2021-01-01 17:00:00","2021-01-01 18:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,5761750,5761750,0,2281653,0.39599999785423
"2021-01-01 18:00:00","2021-01-01 19:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,5641750,5641750,0,2234133,0.39599999785423
"2021-01-01 19:00:00","2021-01-01 20:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,5727500,5727500,0,2268090,0.39599999785423
