"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2022-12-31 23:00:00","2023-01-01 00:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1095750,1095750,0,433917,0.39599999785423
"2023-01-01 00:00:00","2023-01-01 01:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1140750,1140750,0,451737,0.39599999785423
"2023-01-01 01:00:00","2023-01-01 02:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1104250,1104250,0,437283,0.39599999785423
"2023-01-01 02:00:00","2023-01-01 03:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1105750,1105750,0,437877,0.39599999785423
"2023-01-01 03:00:00","2023-01-01 04:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1045500,1045500,0,414018,0.39599999785423
"2023-01-01 04:00:00","2023-01-01 05:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1060750,1060750,0,420057,0.39599999785423
"2023-01-01 05:00:00","2023-01-01 06:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1042750,1042750,0,412929,0.39599999785423
"2023-01-01 06:00:00","2023-01-01 07:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1060750,1060750,0,420057,0.39599999785423
"2023-01-01 07:00:00","2023-01-01 08:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1098750,1098750,0,435105,0.39599999785423
"2023-01-01 08:00:00","2023-01-01 09:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1133250,1133250,0,448767,0.39599999785423
"2023-01-01 09:00:00","2023-01-01 10:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1159500,1159500,0,459162,0.39599999785423
"2023-01-01 10:00:00","2023-01-01 11:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1157250,1157250,0,458271,0.39599999785423
"2023-01-01 11:00:00","2023-01-01 12:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1149750,1149750,0,455301,0.39599999785423
"2023-01-01 12:00:00","2023-01-01 13:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1241000,1241000,0,491436,0.39599999785423
"2023-01-01 13:00:00","2023-01-01 14:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1274000,1274000,0,504504,0.39599999785423
"2023-01-01 14:00:00","2023-01-01 15:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1279250,1279250,0,506583,0.39599999785423
"2023-01-01 15:00:00","2023-01-01 16:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1339750,1339750,0,530541,0.39599999785423
"2023-01-01 16:00:00","2023-01-01 17:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1379500,1379500,0,546282,0.39599999785423
"2023-01-01 17:00:00","2023-01-01 18:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1586250,1586250,0,628155,0.39599999785423
"2023-01-01 18:00:00","2023-01-01 19:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1558000,1558000,0,616968,0.39599999785423
"2023-01-01 19:00:00","2023-01-01 20:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1592000,1592000,0,630432,0.39599999785423
"2023-01-01 20:00:00","2023-01-01 21:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1663000,1663000,0,658548,0.39599999785423
"2023-01-01 21:00:00","2023-01-01 22:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1766000,1766000,0,699336,0.39599999785423
"2023-01-01 22:00:00","2023-01-01 23:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1763000,1763000,0,698148,0.39599999785423
"2023-01-01 23:00:00","2023-01-02 00:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1645750,1645750,0,651717,0.39599999785423
"2023-01-02 00:00:00","2023-01-02 01:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1799500,1799500,0,712602,0.39599999785423
"2023-01-02 01:00:00","2023-01-02 02:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1729250,1729250,0,684783,0.39599999785423
"2023-01-02 02:00:00","2023-01-02 03:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1555750,1555750,0,616077,0.39599999785423
"2023-01-02 03:00:00","2023-01-02 04:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1508750,1508750,0,597465,0.39599999785423
"2023-01-02 04:00:00","2023-01-02 05:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1514500,1514500,0,599742,0.39599999785423
"2023-01-02 05:00:00","2023-01-02 06:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1670750,1670750,0,661617,0.39599999785423
"2023-01-02 06:00:00","2023-01-02 07:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1926250,1926250,0,762795,0.39599999785423
"2023-01-02 07:00:00","2023-01-02 08:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2106750,2106750,0,834273,0.39599999785423
"2023-01-02 08:00:00","2023-01-02 09:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2109250,2109250,0,835263,0.39599999785423
"2023-01-02 09:00:00","2023-01-02 10:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2028000,2028000,0,803088,0.39599999785423
"2023-01-02 10:00:00","2023-01-02 11:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1852000,1852000,0,733392,0.39599999785423
"2023-01-02 11:00:00","2023-01-02 12:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2066000,2066000,0,818136,0.39599999785423
"2023-01-02 12:00:00","2023-01-02 13:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2141500,2141500,0,848034,0.39599999785423
"2023-01-02 13:00:00","2023-01-02 14:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2116500,2116500,0,838134,0.39599999785423
"2023-01-02 14:00:00","2023-01-02 15:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2146750,2146750,0,850113,0.39599999785423
"2023-01-02 15:00:00","2023-01-02 16:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2225500,2225500,0,881298,0.39599999785423
"2023-01-02 16:00:00","2023-01-02 17:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2254500,2254500,0,892782,0.39599999785423
"2023-01-02 17:00:00","2023-01-02 18:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2467750,2467750,0,977229,0.39599999785423
"2023-01-02 18:00:00","2023-01-02 19:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2410250,2410250,0,954459,0.39599999785423
"2023-01-02 19:00:00","2023-01-02 20:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2192000,2192000,0,868032,0.39599999785423
"2023-01-02 20:00:00","2023-01-02 21:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2184750,2184750,0,865161,0.39599999785423
"2023-01-02 21:00:00","2023-01-02 22:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,2141000,2141000,0,847836,0.39599999785423
"2023-01-02 22:00:00","2023-01-02 23:00:00",Nederland,FossilGasPower,Hour,UTC,Providing,Current,1970000,1970000,0,780120,0.39599999785423
