"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2021-12-31 23:00:00","2022-01-01 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10246506,10246506,0.25096926093102,2674738,0.26103648543358
"2022-01-01 00:00:00","2022-01-01 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10083044,10083044,0.24696174263954,2467447,0.24477525055408
"2022-01-01 01:00:00","2022-01-01 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9595627,9595627,0.23502025008202,2446872,0.25498649477959
"2022-01-01 02:00:00","2022-01-01 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9044240,9044240,0.22151224315166,2192782,0.24242475628853
"2022-01-01 03:00:00","2022-01-01 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8799020,8799020,0.21550324559212,2094483,0.23803700506687
"2022-01-01 04:00:00","2022-01-01 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8680516,8680516,0.21259799599648,2079811,0.23959949612617
"2022-01-01 05:00:00","2022-01-01 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8537936,8537936,0.20910300314426,2015426,0.23606699705124
"2022-01-01 06:00:00","2022-01-01 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8628681,8628681,0.21132250130177,2114200,0.24502250552177
"2022-01-01 07:00:00","2022-01-01 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8541431,8541431,0.20918250083923,2157347,0.2525782585144
"2022-01-01 08:00:00","2022-01-01 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9034367,9034367,0.22125199437141,2171526,0.24078150093555
"2022-01-01 09:00:00","2022-01-01 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10413528,10413528,0.25502374768257,2129123,0.20470574498177
"2022-01-01 10:00:00","2022-01-01 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11850314,11850314,0.29020598530769,2182573,0.1842865049839
"2022-01-01 11:00:00","2022-01-01 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13150706,13150706,0.32204726338387,2249335,0.17108725011349
"2022-01-01 12:00:00","2022-01-01 13:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13211976,13211976,0.32354325056076,2259502,0.17102999985218
"2022-01-01 13:00:00","2022-01-01 14:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12972923,12972923,0.31768473982811,2293518,0.17682799696922
"2022-01-01 14:00:00","2022-01-01 15:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12055289,12055289,0.29520949721336,2345066,0.19457775354385
"2022-01-01 15:00:00","2022-01-01 16:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11519648,11519648,0.2820882499218,2569823,0.22314600646496
"2022-01-01 16:00:00","2022-01-01 17:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11525186,11525186,0.28222000598907,2602446,0.22583000361919
"2022-01-01 17:00:00","2022-01-01 18:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11546649,11546649,0.28274148702621,2563452,0.22200149297714
"2022-01-01 18:00:00","2022-01-01 19:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11480353,11480353,0.28111425042152,2478044,0.2158479988575
"2022-01-01 19:00:00","2022-01-01 20:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11249187,11249187,0.2754499912262,2326570,0.20677624642849
"2022-01-01 20:00:00","2022-01-01 21:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10714248,10714248,0.26234775781631,2188056,0.20422525703907
"2022-01-01 21:00:00","2022-01-01 22:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10423466,10423466,0.25522375106812,2219118,0.21290974318981
"2022-01-01 22:00:00","2022-01-01 23:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10211036,10211036,0.25001901388168,2184299,0.21392124891281
"2022-01-01 23:00:00","2022-01-02 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9807518,9807518,0.240134999156,2046353,0.20864824950695
"2022-01-02 00:00:00","2022-01-02 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9949333,9949333,0.24360400438309,2009078,0.20193549990654
"2022-01-02 01:00:00","2022-01-02 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10335365,10335365,0.25305199623108,1980381,0.19161550700665
"2022-01-02 02:00:00","2022-01-02 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10361647,10361647,0.25369250774384,1925582,0.18583825230598
"2022-01-02 03:00:00","2022-01-02 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10297398,10297398,0.25211548805237,1893985,0.18392750620842
"2022-01-02 04:00:00","2022-01-02 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10514768,10514768,0.25743401050568,1910131,0.18168124556541
"2022-01-02 05:00:00","2022-01-02 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10672145,10672145,0.26128324866295,1933503,0.18117399513721
"2022-01-02 06:00:00","2022-01-02 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11113165,11113165,0.27207699418068,1974533,0.17768250405788
"2022-01-02 07:00:00","2022-01-02 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11620137,11620137,0.28448501229286,2057228,0.17704874277115
"2022-01-02 08:00:00","2022-01-02 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12171601,12171601,0.29798150062561,2126131,0.17469824850559
"2022-01-02 09:00:00","2022-01-02 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13178145,13178145,0.32261875271797,2170347,0.16482475399971
"2022-01-02 10:00:00","2022-01-02 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14192716,14192716,0.34745174646378,2156241,0.15194299817085
"2022-01-02 11:00:00","2022-01-02 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14257433,14257433,0.3490315079689,2170227,0.15221725404263
"2022-01-02 12:00:00","2022-01-02 13:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14271690,14271690,0.3493757545948,2164011,0.1516284942627
"2022-01-02 13:00:00","2022-01-02 14:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14183906,14183906,0.34722176194191,2143144,0.15110750496387
"2022-01-02 14:00:00","2022-01-02 15:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13458802,13458802,0.32946649193764,2179719,0.16202674806118
"2022-01-02 15:00:00","2022-01-02 16:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12423341,12423341,0.30411425232887,2256165,0.18164199590683
"2022-01-02 16:00:00","2022-01-02 17:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12169789,12169789,0.29790350794792,2410958,0.19808949530125
"2022-01-02 17:00:00","2022-01-02 18:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12244581,12244581,0.2997300028801,2548087,0.20809499919415
"2022-01-02 18:00:00","2022-01-02 19:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11722125,11722125,0.28693723678589,2382663,0.20325200259686
"2022-01-02 19:00:00","2022-01-02 20:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11270962,11270962,0.27588948607445,2236985,0.19847175478935
"2022-01-02 20:00:00","2022-01-02 21:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11534826,11534826,0.28234449028969,2133228,0.18496149778366
"2022-01-02 21:00:00","2022-01-02 22:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11800617,11800617,0.28884598612785,2064078,0.17492200434208
"2022-01-02 22:00:00","2022-01-02 23:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12014372,12014372,0.29407399892807,1941950,0.16168974339962
"2022-01-02 23:00:00","2022-01-03 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12064322,12064322,0.29529249668121,1835833,0.15217749774456
"2022-01-03 00:00:00","2022-01-03 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11434274,11434274,0.27986726164818,1811876,0.1584592461586
"2022-01-03 01:00:00","2022-01-03 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11453525,11453525,0.28033450245857,1808695,0.15791599452496
"2022-01-03 02:00:00","2022-01-03 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11399502,11399502,0.2790080010891,1810287,0.15880474448204
"2022-01-03 03:00:00","2022-01-03 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11543742,11543742,0.28253474831581,1852460,0.16047325730324
"2022-01-03 04:00:00","2022-01-03 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11860589,11860589,0.29028525948524,1906294,0.16072550415993
"2022-01-03 05:00:00","2022-01-03 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11982726,11982726,0.2932702600956,1926805,0.16076950728893
"2022-01-03 06:00:00","2022-01-03 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12391050,12391050,0.30325976014137,2175629,0.17549650371075
"2022-01-03 07:00:00","2022-01-03 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12892008,12892008,0.31551575660706,2390353,0.18541249632835
"2022-01-03 08:00:00","2022-01-03 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13145185,13145185,0.32170748710632,2411755,0.18348549306393
"2022-01-03 09:00:00","2022-01-03 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13898583,13898583,0.34014075994492,2422796,0.17436400055885
"2022-01-03 10:00:00","2022-01-03 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14952492,14952492,0.36592799425125,2440254,0.16328024864197
"2022-01-03 11:00:00","2022-01-03 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15831620,15831620,0.38743698596954,2577886,0.16282825171947
"2022-01-03 12:00:00","2022-01-03 13:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15782703,15782703,0.38623449206352,2685404,0.17016924917698
"2022-01-03 13:00:00","2022-01-03 14:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15395647,15395647,0.37675726413727,2705931,0.1757822483778
"2022-01-03 14:00:00","2022-01-03 15:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14627929,14627929,0.35796499252319,2814236,0.19249249994755
"2022-01-03 15:00:00","2022-01-03 16:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13988857,13988857,0.34232100844383,2983738,0.21331299841404
"2022-01-03 16:00:00","2022-01-03 17:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14691531,14691531,0.35951125621796,3577424,0.24343849718571
"2022-01-03 17:00:00","2022-01-03 18:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14870756,14870756,0.36389198899269,3860671,0.25961375236511
"2022-01-03 18:00:00","2022-01-03 19:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14553945,14553945,0.35613399744034,3795226,0.26076826453209
