Date,Time,WindDirection,WindSpeedAvg60min,WindGust,Temperature,Sunshineperhour,GlobalRadiation,HorizontalVisibility,CloudCover,AvgDailyTemperature,capacity,volume,percentage,emission,emissionfactor
2021-12-06,09:00:00,180,30,60,3.6,0,7,26,8,3.033333333333333,718428,718428,0.059081874787807,0,0.0
2021-12-06,10:00:00,180,40,70,3.4000000000000004,0,14,33,8,3.033333333333333,1160557,1160557,0.095439024269581,0,0.0
2021-12-06,11:00:00,170,40,70,3.9,0,28,57,8,3.033333333333333,1560739,1560739,0.12834425270557,0,0.0
2021-12-06,12:00:00,160,40,70,3.6,0,32,58,8,3.033333333333333,1483468,1483468,0.12198674678802,0,0.0
2021-12-06,13:00:00,160,50,80,3.1,0,18,57,8,3.033333333333333,1014650,1014650,0.083433002233505,0,0.0
2021-12-06,14:00:00,160,50,80,2.5,0,8,57,8,3.033333333333333,439092,439092,0.036104824393988,0,0.0
2021-12-06,15:00:00,150,40,80,2.4000000000000004,0,2,56,8,3.033333333333333,67087,67087,0.005516167730093,0,0.0
2021-12-06,16:00:00,150,40,80,3.2,0,0,58,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,17:00:00,160,40,80,3.8,0,0,60,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,18:00:00,170,60,110,3.1,0,0,57,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,19:00:00,170,50,100,2.5,0,0,57,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,20:00:00,170,50,90,2.0,0,0,56,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,21:00:00,170,50,90,1.1,0,0,50,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,22:00:00,170,40,60,1.0,0,0,56,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,23:00:00,170,40,60,0.7000000000000001,0,0,58,8,3.033333333333333,0,0,0.0,0,0.0
2021-12-06,00:00:00,190,20,50,0.8,0,0,49,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,01:00:00,220,20,30,1.0,0,0,45,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,02:00:00,270,30,90,5.1000000000000005,0,0,70,7,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,03:00:00,270,30,60,4.3,0,0,67,7,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,04:00:00,230,30,50,3.3000000000000003,0,0,65,1,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,05:00:00,270,30,40,3.3000000000000003,0,0,70,0,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,06:00:00,220,20,50,2.1,0,0,65,0,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,07:00:00,210,20,40,1.9,0,3,65,5,3.983333333333334,14022,14022,0.0011523909633979,0,0.0
2021-12-07,08:00:00,200,30,60,3.4000000000000004,8,23,69,7,3.983333333333334,617271,617271,0.050728876143694,0,0.0
2021-12-07,09:00:00,200,40,70,4.5,8,52,63,5,3.983333333333334,2070796,2070796,0.17017875611782,0,0.0
2021-12-07,10:00:00,180,40,80,5.300000000000001,10,76,63,8,3.983333333333334,3343275,3343275,0.27474373579025,0,0.0
2021-12-07,11:00:00,180,40,70,5.800000000000001,10,86,65,8,3.983333333333334,3792392,3792392,0.31164249777794,0,0.0
2021-12-07,12:00:00,170,40,80,5.4,10,61,75,8,3.983333333333334,3270258,3270258,0.26872825622559,0,0.0
2021-12-07,13:00:00,150,40,80,4.7,3,32,70,8,3.983333333333334,1934438,1934438,0.15895450115204,0,0.0
2021-12-07,14:00:00,150,50,90,4.5,8,14,70,8,3.983333333333334,802346,802346,0.065927773714066,0,0.0
2021-12-07,15:00:00,150,50,90,4.5,0,2,70,8,3.983333333333334,69059,69059,0.0056743524037302,0,0.0
2021-12-07,16:00:00,140,60,120,4.800000000000001,0,0,75,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,17:00:00,140,70,130,4.4,0,0,75,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,18:00:00,140,70,130,4.6000000000000005,0,0,75,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,19:00:00,130,80,130,4.4,0,0,72,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,20:00:00,130,70,150,4.1000000000000005,0,0,59,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,21:00:00,140,80,150,4.3,0,0,57,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,22:00:00,140,80,130,4.5,0,0,63,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,23:00:00,150,70,130,4.6000000000000005,0,0,60,8,3.983333333333334,0,0,0.0,0,0.0
2021-12-07,00:00:00,170,60,110,4.9,0,0,65,8,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,01:00:00,180,50,110,5.800000000000001,0,0,60,8,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,02:00:00,180,50,80,6.300000000000001,0,0,65,8,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,03:00:00,180,50,90,6.4,0,0,70,8,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,04:00:00,180,50,100,6.5,0,0,70,8,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,05:00:00,190,60,110,5.6000000000000005,0,0,70,1,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,06:00:00,190,50,100,4.9,0,0,70,1,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,07:00:00,180,50,90,4.7,0,1,70,4,5.070833333333334,6205,6205,0.000509598001372,0,0.0
2021-12-08,08:00:00,180,50,90,5.1000000000000005,5,19,70,0,5.070833333333334,344150,344150,0.028263365849853,0,0.0
2021-12-08,09:00:00,190,60,110,5.800000000000001,7,45,75,1,5.070833333333334,1476408,1476408,0.12124689668417,0,0.0
2021-12-08,10:00:00,210,60,120,6.5,3,51,75,8,5.070833333333334,2782624,2782624,0.22851100564003,0,0.0
2021-12-08,11:00:00,200,70,120,6.4,3,53,75,1,5.070833333333334,2891259,2891259,0.23742550611496,0,0.0
2021-12-08,12:00:00,190,60,110,6.9,8,67,75,4,5.070833333333334,2526927,2526927,0.20750099420547,0,0.0
2021-12-08,13:00:00,170,60,110,6.5,3,36,75,8,5.070833333333334,1903201,1903201,0.15627874433994,0,0.0
2021-12-08,14:00:00,180,50,90,6.300000000000001,2,10,75,7,5.070833333333334,958092,958092,0.078670151531696,0,0.0
2021-12-08,15:00:00,180,50,90,5.300000000000001,0,2,75,0,5.070833333333334,159719,159719,0.013114449568093,0,0.0
2021-12-08,16:00:00,180,50,80,4.9,0,0,75,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,17:00:00,180,50,80,4.6000000000000005,0,0,75,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,18:00:00,170,40,70,4.4,0,0,70,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,19:00:00,170,40,70,3.7,0,0,70,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,20:00:00,150,30,60,2.7,0,0,70,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,21:00:00,160,30,50,2.2,0,0,65,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,22:00:00,170,30,60,2.7,0,0,70,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,23:00:00,170,40,70,2.6,0,0,70,0,5.070833333333334,0,0,0.0,0,0.0
2021-12-08,00:00:00,160,30,60,1.7000000000000002,0,0,65,0,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,01:00:00,170,30,60,2.5,0,0,70,3,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,02:00:00,160,30,60,1.4,0,0,65,0,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,03:00:00,180,40,60,2.2,0,0,70,0,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,04:00:00,170,40,80,1.8,0,0,65,0,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,05:00:00,180,30,60,1.8,0,0,65,0,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,06:00:00,180,40,70,1.8,0,0,65,6,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,07:00:00,170,40,70,1.7000000000000002,0,2,65,7,3.6041666666666665,8952,8952,0.0007346897618845,0,0.0
2021-12-09,08:00:00,180,40,70,2.3000000000000003,0,12,65,8,3.6041666666666665,425135,425135,0.034889925271273,0,0.0
2021-12-09,09:00:00,190,30,60,3.9,0,26,65,8,3.6041666666666665,1283821,1283821,0.10535764694214,0,0.0
2021-12-09,10:00:00,190,40,80,4.4,0,26,61,8,3.6041666666666665,1609492,1609492,0.13208049535751,0,0.0
2021-12-09,11:00:00,200,40,80,4.9,0,34,63,8,3.6041666666666665,1526153,1526153,0.12523774802685,0,0.0
2021-12-09,12:00:00,200,40,90,5.300000000000001,0,26,62,8,3.6041666666666665,1229962,1229962,0.10092907398939,0,0.0
2021-12-09,13:00:00,200,40,80,5.4,0,13,61,8,3.6041666666666665,811758,811758,0.066609926521778,0,0.0
2021-12-09,14:00:00,190,40,70,5.300000000000001,0,6,60,8,3.6041666666666665,371566,371566,0.030488500371575,0,0.0
2021-12-09,15:00:00,190,30,60,5.300000000000001,0,1,59,8,3.6041666666666665,40453,40453,0.0033192599657923,0,0.0
2021-12-09,16:00:00,180,30,60,5.300000000000001,0,0,59,8,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,17:00:00,180,40,60,5.2,0,0,60,8,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,18:00:00,190,30,60,5.1000000000000005,0,0,59,7,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,19:00:00,170,30,60,4.2,0,0,58,3,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,20:00:00,170,30,50,4.0,0,0,56,7,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,21:00:00,180,40,90,4.2,0,0,60,7,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,22:00:00,160,40,70,3.8,0,0,62,7,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,23:00:00,150,40,60,3.0,0,0,62,8,3.6041666666666665,0,0,0.0,0,0.0
2021-12-09,00:00:00,160,40,100,3.3000000000000003,0,0,62,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,01:00:00,140,50,90,2.7,0,0,64,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,02:00:00,130,40,80,2.7,0,0,69,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,03:00:00,130,50,100,3.3000000000000003,0,0,70,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,04:00:00,130,60,100,3.4000000000000004,0,0,70,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,05:00:00,130,50,90,3.4000000000000004,0,0,70,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,06:00:00,130,60,100,3.5,0,0,70,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,07:00:00,120,50,90,3.6,0,2,70,8,3.0125000000000006,7884,7884,0.0006465877522714,0,0.0
2021-12-10,08:00:00,120,50,80,3.8,0,11,70,8,3.0125000000000006,286124,286124,0.023465214297175,0,0.0
2021-12-10,09:00:00,130,60,100,3.7,0,16,62,8,3.0125000000000006,983866,983866,0.080685272812843,0,0.0
2021-12-10,10:00:00,110,50,80,4.1000000000000005,0,22,70,8,3.0125000000000006,1641241,1641241,0.13459174335003,0,0.0
2021-12-10,11:00:00,110,40,70,4.2,0,32,70,8,3.0125000000000006,2012077,2012077,0.16499824821949,0,0.0
2021-12-10,12:00:00,120,30,60,4.6000000000000005,0,19,70,8,3.0125000000000006,1850370,1850370,0.15173324942589,0,0.0
2021-12-10,13:00:00,60,20,30,4.800000000000001,0,13,75,8,3.0125000000000006,1139845,1139845,0.093466371297836,0,0.0
2021-12-10,14:00:00,40,20,30,4.3,0,4,70,8,3.0125000000000006,460287,460287,0.037742149084806,0,0.0
2021-12-10,15:00:00,20,20,30,4.2,0,1,70,8,3.0125000000000006,48518,48518,0.0039782323874533,0,0.0
2021-12-10,16:00:00,10,20,30,4.1000000000000005,0,0,70,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,17:00:00,360,20,40,4.0,0,0,70,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,18:00:00,320,20,30,3.5,0,0,70,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,19:00:00,320,10,30,1.9,0,0,59,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,20:00:00,300,20,30,1.2000000000000002,0,0,56,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,21:00:00,300,20,30,-0.2,0,0,35,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,22:00:00,320,10,30,-0.8,0,0,7,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,23:00:00,300,10,30,-1.0,0,0,39,8,3.0125000000000006,0,0,0.0,0,0.0
2021-12-10,00:00:00,300,20,30,-0.6000000000000001,0,0,50,8,4.2625,0,0,0.0,0,0.0
2021-12-11,01:00:00,60,0,10,-0.5,0,0,56,8,4.2625,0,0,0.0,0,0.0
2021-12-11,02:00:00,140,10,20,-0.1,0,0,50,8,4.2625,0,0,0.0,0,0.0
2021-12-11,03:00:00,150,10,30,0.7000000000000001,0,0,29,8,4.2625,0,0,0.0,0,0.0
2021-12-11,04:00:00,160,20,30,2.1,0,0,36,8,4.2625,0,0,0.0,0,0.0
2021-12-11,05:00:00,170,30,40,3.3000000000000003,0,0,36,8,4.2625,0,0,0.0,0,0.0
2021-12-11,06:00:00,10,30,50,4.1000000000000005,0,0,49,8,4.2625,0,0,0.0,0,0.0
2021-12-11,07:00:00,20,20,40,2.7,0,2,22,7,4.2625,6697,6697,0.0005488549941219,0,0.0
2021-12-11,08:00:00,310,20,30,2.9000000000000004,0,12,22,8,4.2625,424570,424570,0.034794982522726,0,0.0
2021-12-11,09:00:00,270,10,30,4.3,7,47,41,1,4.2625,1531961,1531961,0.12554627656937,0,0.0
2021-12-11,10:00:00,240,10,30,6.2,10,76,58,1,4.2625,2724446,2724446,0.22326624393463,0,0.0
2021-12-11,11:00:00,990,10,30,7.2,5,64,67,8,4.2625,2947058,2947058,0.2415020018816,0,0.0
2021-12-11,12:00:00,240,20,40,7.800000000000001,10,74,65,5,4.2625,2646045,2646045,0.21682900190353,0,0.0
2021-12-11,13:00:00,250,30,50,8.3,10,57,70,8,4.2625,1852359,1852359,0.15178625285625,0,0.0
2021-12-11,14:00:00,260,30,70,7.2,7,17,70,8,4.2625,1011946,1011946,0.082918725907803,0,0.0
2021-12-11,15:00:00,230,20,50,5.9,0,1,70,8,4.2625,96912,96912,0.0079407878220081,0,0.0
2021-12-11,16:00:00,210,20,40,5.2,0,0,68,8,4.2625,0,0,0.0,0,0.0
2021-12-11,17:00:00,220,30,50,5.300000000000001,0,0,68,8,4.2625,0,0,0.0,0,0.0
2021-12-11,18:00:00,200,40,60,5.2,0,0,64,8,4.2625,0,0,0.0,0,0.0
2021-12-11,19:00:00,200,40,70,4.9,0,0,60,8,4.2625,0,0,0.0,0,0.0
2021-12-11,20:00:00,190,40,70,4.9,0,0,60,8,4.2625,0,0,0.0,0,0.0
2021-12-11,21:00:00,180,40,60,4.9,0,0,60,8,4.2625,0,0,0.0,0,0.0
2021-12-11,22:00:00,180,40,70,5.1000000000000005,0,0,61,8,4.2625,0,0,0.0,0,0.0
2021-12-11,23:00:00,180,40,80,5.300000000000001,0,0,61,8,4.2625,0,0,0.0,0,0.0
2021-12-11,00:00:00,180,50,90,5.5,0,0,62,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,01:00:00,180,50,90,5.5,0,0,63,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,02:00:00,190,50,100,5.5,0,0,36,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,03:00:00,190,50,90,5.9,0,0,32,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,04:00:00,200,50,80,6.300000000000001,0,0,30,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,05:00:00,200,50,90,6.800000000000001,0,0,28,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,06:00:00,210,50,90,7.5,0,0,21,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,07:00:00,210,50,90,8.0,0,1,18,8,8.908333333333333,5525,5525,0.0004524892428889,0,0.0
2021-12-12,08:00:00,210,50,80,8.4,0,3,16,8,8.908333333333333,110778,110778,0.0090723326429725,0,0.0
2021-12-12,09:00:00,220,50,100,8.9,0,9,17,8,8.908333333333333,388205,388205,0.03179182484746,0,0.0
2021-12-12,10:00:00,220,50,90,9.2,0,13,44,8,8.908333333333333,629239,629239,0.05152964964509,0,0.0
2021-12-12,11:00:00,220,50,80,9.6,0,18,19,8,8.908333333333333,784510,784510,0.064243324100971,0,0.0
2021-12-12,12:00:00,230,40,80,9.9,0,20,21,8,8.908333333333333,841750,841750,0.068928726017475,0,0.0
2021-12-12,13:00:00,240,40,70,10.1,0,14,21,8,8.908333333333333,678169,678169,0.055531926453114,0,0.0
2021-12-12,14:00:00,230,30,70,10.3,0,5,23,8,8.908333333333333,424277,424277,0.034740999341011,0,0.0
2021-12-12,15:00:00,220,30,50,10.4,0,1,30,8,8.908333333333333,77047,77047,0.0063086799345911,0,0.0
2021-12-12,16:00:00,220,30,60,10.5,0,0,27,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,17:00:00,240,40,70,10.8,0,0,56,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,18:00:00,230,40,70,10.8,0,0,56,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,19:00:00,230,40,80,11.0,0,0,57,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,20:00:00,220,40,70,10.9,0,0,36,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,21:00:00,220,40,70,10.7,0,0,32,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,22:00:00,230,40,90,10.7,0,0,39,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,23:00:00,230,40,80,10.6,0,0,58,8,8.908333333333333,0,0,0.0,0,0.0
2021-12-12,00:00:00,220,40,80,10.3,0,0,62,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,01:00:00,210,30,70,10.0,0,0,65,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,02:00:00,210,30,60,9.9,0,0,62,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,03:00:00,200,40,60,10.0,0,0,64,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,04:00:00,200,30,60,9.9,0,0,65,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,05:00:00,200,40,70,9.9,0,0,66,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,06:00:00,200,40,70,10.0,0,0,66,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,07:00:00,190,30,60,9.7,0,2,60,8,9.670833333333334,3865,3865,0.0003163175133522,0,0.0
2021-12-13,08:00:00,200,40,70,9.8,0,7,62,8,9.670833333333334,162127,162127,0.013268412090838,0,0.0
2021-12-13,09:00:00,200,40,80,10.0,0,15,62,8,9.670833333333334,496283,496283,0.040614526718855,0,0.0
2021-12-13,10:00:00,200,40,80,10.1,0,22,63,8,9.670833333333334,875667,875667,0.071660302579403,0,0.0
2021-12-13,11:00:00,200,40,80,10.2,0,26,65,8,9.670833333333334,1147982,1147982,0.093942627310753,0,0.0
2021-12-13,12:00:00,200,40,60,10.3,0,23,68,8,9.670833333333334,1163383,1163383,0.095200173556805,0,0.0
2021-12-13,13:00:00,200,30,60,10.1,0,14,69,8,9.670833333333334,873184,873184,0.071451053023338,0,0.0
2021-12-13,14:00:00,190,30,60,9.7,0,6,70,8,9.670833333333334,441353,441353,0.036114100366831,0,0.0
2021-12-13,15:00:00,220,30,50,9.6,0,1,70,8,9.670833333333334,58554,58554,0.0047911149449646,0,0.0
2021-12-13,16:00:00,190,30,50,9.4,0,0,70,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,17:00:00,190,30,60,9.3,0,0,70,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,18:00:00,200,30,50,9.3,0,0,70,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,19:00:00,220,30,60,9.3,0,0,70,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,20:00:00,210,40,70,9.0,0,0,70,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,21:00:00,210,30,60,8.9,0,0,69,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,22:00:00,210,30,50,8.700000000000001,0,0,67,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,23:00:00,190,40,70,8.700000000000001,0,0,61,8,9.670833333333334,0,0,0.0,0,0.0
2021-12-13,00:00:00,210,40,60,8.6,0,0,61,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,01:00:00,210,40,70,8.4,0,0,60,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,02:00:00,210,40,70,8.200000000000001,0,0,58,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,03:00:00,220,40,70,8.200000000000001,0,0,58,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,04:00:00,210,30,60,7.9,0,0,57,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,05:00:00,220,40,70,8.0,0,0,60,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,06:00:00,220,40,70,8.1,0,0,61,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,07:00:00,210,40,60,8.1,0,1,60,8,9.008333333333336,2448,2448,0.0002002084947889,0,0.0
2021-12-14,08:00:00,220,30,60,8.3,0,10,58,8,9.008333333333336,165833,165833,0.013562247157097,0,0.0
2021-12-14,09:00:00,210,30,60,8.200000000000001,0,12,23,8,9.008333333333336,600714,600714,0.049126751720905,0,0.0
2021-12-14,10:00:00,230,40,70,8.9,0,21,50,8,9.008333333333336,903457,903457,0.073883175849915,0,0.0
2021-12-14,11:00:00,230,40,70,8.9,0,20,27,8,9.008333333333336,1053495,1053495,0.086150571703911,0,0.0
2021-12-14,12:00:00,230,40,70,9.0,0,13,34,8,9.008333333333336,926477,926477,0.075761400163174,0,0.0
2021-12-14,13:00:00,220,40,70,9.2,0,10,24,8,9.008333333333336,719744,719744,0.058854375034571,0,0.0
2021-12-14,14:00:00,230,30,60,9.4,0,5,35,8,9.008333333333336,455732,455732,0.0372647754848,0,0.0
2021-12-14,15:00:00,220,30,50,9.6,0,1,35,8,9.008333333333336,66708,66708,0.0054545351304114,0,0.0
2021-12-14,16:00:00,220,30,50,9.9,0,0,34,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,17:00:00,220,30,60,10.0,0,0,42,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,18:00:00,220,40,70,10.0,0,0,29,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,19:00:00,230,40,70,10.0,0,0,36,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,20:00:00,230,50,80,10.0,0,0,36,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,21:00:00,230,40,80,9.9,0,0,43,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,22:00:00,230,40,80,9.7,0,0,36,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,23:00:00,220,40,80,9.7,0,0,35,8,9.008333333333336,0,0,0.0,0,0.0
2021-12-14,00:00:00,210,40,70,9.6,0,0,37,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,01:00:00,220,40,70,9.6,0,0,40,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,02:00:00,220,40,70,9.6,0,0,42,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,03:00:00,220,40,80,9.7,0,0,44,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,04:00:00,220,40,70,9.7,0,0,40,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,05:00:00,210,40,70,9.7,0,0,36,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,06:00:00,220,40,60,9.8,0,0,30,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,07:00:00,220,40,70,9.9,0,1,32,8,9.758333333333336,2389,2389,0.000195247499505,0,0.0
2021-12-15,08:00:00,230,40,70,10.1,0,5,37,8,9.758333333333336,126618,126618,0.010347942821681,0,0.0
2021-12-15,09:00:00,230,40,70,10.4,0,15,50,8,9.758333333333336,513719,513719,0.041983049362898,0,0.0
2021-12-15,10:00:00,240,40,80,10.5,0,21,57,8,9.758333333333336,984152,984152,0.080426350235939,0,0.0
2021-12-15,11:00:00,230,40,70,10.8,0,33,59,8,9.758333333333336,1285320,1285320,0.10503527522087,0,0.0
2021-12-15,12:00:00,240,30,60,10.9,0,34,65,8,9.758333333333336,1345613,1345613,0.10995899885893,0,0.0
2021-12-15,13:00:00,230,30,60,10.7,0,19,64,8,9.758333333333336,1068950,1068950,0.087348878383636,0,0.0
2021-12-15,14:00:00,230,30,60,10.5,0,6,61,8,9.758333333333336,523767,523767,0.04279825091362,0,0.0
2021-12-15,15:00:00,220,30,60,10.4,0,1,59,8,9.758333333333336,52047,52047,0.0042527825571597,0,0.0
2021-12-15,16:00:00,230,30,70,10.2,0,0,60,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,17:00:00,230,30,60,10.2,0,0,62,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,18:00:00,230,30,50,10.1,0,0,63,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,19:00:00,230,30,50,9.3,0,0,60,7,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,20:00:00,230,30,50,8.700000000000001,0,0,49,6,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,21:00:00,240,30,50,8.3,0,0,34,6,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,22:00:00,230,30,50,7.800000000000001,0,0,25,6,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,23:00:00,210,20,40,7.7,0,0,11,8,9.758333333333336,0,0,0.0,0,0.0
2021-12-15,00:00:00,210,20,30,7.4,0,0,3,9,6.516666666666667,0,0,0.0,0,0.0
2021-12-16,01:00:00,190,10,30,6.0,0,0,2,7,6.516666666666667,0,0,0.0,0,0.0
2021-12-16,02:00:00,230,10,30,6.9,0,0,14,2,6.516666666666667,0,0,0.0,0,0.0
2021-12-16,03:00:00,230,20,40,7.0,0,0,3,9,6.516666666666667,0,0,0.0,0,0.0
2021-12-16,04:00:00,230,20,40,6.6000000000000005,0,0,3,9,6.516666666666667,0,0,0.0,0,0.0
2021-12-16,05:00:00,190,10,30,3.9,0,0,1,4,6.516666666666667,0,0,0.0,0,0.0
2021-12-16,06:00:00,180,10,30,3.1,0,0,1,1,6.516666666666667,0,0,0.0,0,0.0
2021-12-16,07:00:00,170,10,30,2.7,0,1,1,0,6.516666666666667,3797,3797,0.0003101050097029,0,0.0
2021-12-16,08:00:00,0,10,10,4.2,10,24,9,0,6.516666666666667,271531,271531,0.02217567525804,0,0.0
2021-12-16,09:00:00,140,10,10,6.0,10,53,50,0,6.516666666666667,1223012,1223012,0.099879749119282,0,0.0
2021-12-16,10:00:00,230,10,30,10.1,10,70,61,0,6.516666666666667,2180934,2180934,0.17810550332069,0,0.0
2021-12-16,11:00:00,270,20,40,10.8,10,70,63,1,6.516666666666667,2714185,2714185,0.22164699435234,0,0.0
2021-12-16,12:00:00,290,20,30,11.6,10,66,63,1,6.516666666666667,2475726,2475726,0.20216825604439,0,0.0
2021-12-16,13:00:00,300,20,30,11.1,10,42,64,8,6.516666666666667,1916135,1916135,0.15646724402905,0,0.0
