"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-12-31 23:00:00","2021-01-01 00:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2349092,2349092,0,700029,0.29800000786781
"2021-01-01 00:00:00","2021-01-01 01:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2169390,2169390,0,646478,0.29800000786781
"2021-01-01 01:00:00","2021-01-01 02:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2054281,2054281,0,612175,0.29800000786781
"2021-01-01 02:00:00","2021-01-01 03:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2003909,2003909,0,597164,0.29800000786781
"2021-01-01 03:00:00","2021-01-01 04:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2041175,2041175,0,608270,0.29800000786781
"2021-01-01 04:00:00","2021-01-01 05:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2198783,2198783,0,655237,0.29800000786781
"2021-01-01 05:00:00","2021-01-01 06:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2421621,2421621,0,721643,0.29800000786781
"2021-01-01 06:00:00","2021-01-01 07:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2586862,2586862,0,770884,0.29800000786781
"2021-01-01 07:00:00","2021-01-01 08:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2684730,2684730,0,800049,0.29800000786781
"2021-01-01 08:00:00","2021-01-01 09:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2825467,2825467,0,841989,0.29800000786781
"2021-01-01 09:00:00","2021-01-01 10:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2974509,2974509,0,886403,0.29800000786781
"2021-01-01 10:00:00","2021-01-01 11:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2960867,2960867,0,882338,0.29800000786781
"2021-01-01 11:00:00","2021-01-01 12:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2853666,2853666,0,850392,0.29800000786781
"2021-01-01 12:00:00","2021-01-01 13:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2755901,2755901,0,821258,0.29800000786781
"2021-01-01 13:00:00","2021-01-01 14:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2751093,2751093,0,819825,0.29800000786781
"2021-01-01 14:00:00","2021-01-01 15:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2821378,2821378,0,840770,0.29800000786781
"2021-01-01 15:00:00","2021-01-01 16:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2928077,2928077,0,872566,0.29800000786781
"2021-01-01 16:00:00","2021-01-01 17:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2934251,2934251,0,874406,0.29800000786781
"2021-01-01 17:00:00","2021-01-01 18:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2841238,2841238,0,846688,0.29800000786781
"2021-01-01 18:00:00","2021-01-01 19:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2754207,2754207,0,820753,0.29800000786781
"2021-01-01 19:00:00","2021-01-01 20:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2663878,2663878,0,793835,0.29800000786781
"2021-01-01 20:00:00","2021-01-01 21:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2549147,2549147,0,759645,0.29800000786781
"2021-01-01 21:00:00","2021-01-01 22:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2369155,2369155,0,706008,0.29800000786781
"2021-01-01 22:00:00","2021-01-01 23:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,2136294,2136294,0,636615,0.29800000786781
"2021-01-01 23:00:00","2021-01-02 00:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,1988847,1988847,0,592676,0.29800000786781
"2021-01-02 00:00:00","2021-01-02 01:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,1895764,1895764,0,564937,0.29800000786781
"2021-01-02 01:00:00","2021-01-02 02:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,1887739,1887739,0,562546,0.29800000786781
"2021-01-02 02:00:00","2021-01-02 03:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,1894845,1894845,0,564663,0.29800000786781
"2021-01-02 03:00:00","2021-01-02 04:00:00",Nederland,"WKK Total",Hour,UTC,Providing,Current,1960026,1960026,0,584087,0.29800000786781
