"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-12-31 23:00:00","2021-01-01 00:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,256749,256749,0.11689300090075,0,0
"2021-01-01 00:00:00","2021-01-01 01:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,325500,325500,0.14819400012493,0,0
"2021-01-01 01:00:00","2021-01-01 02:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,332500,332500,0.15138100087643,0,0
"2021-01-01 02:00:00","2021-01-01 03:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,322749,322749,0.14694200456142,0,0
"2021-01-01 03:00:00","2021-01-01 04:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,351750,351750,0.1601449996233,0,0
"2021-01-01 04:00:00","2021-01-01 05:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,351999,351999,0.16025899350643,0,0
"2021-01-01 05:00:00","2021-01-01 06:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,392999,392999,0.17892499268055,0,0
"2021-01-01 06:00:00","2021-01-01 07:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,347500,347500,0.15820999443531,0,0
"2021-01-01 07:00:00","2021-01-01 08:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,338250,338250,0.15399800240993,0,0
"2021-01-01 08:00:00","2021-01-01 09:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,349249,349249,0.15900699794292,0,0
"2021-01-01 09:00:00","2021-01-01 10:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,294249,294249,0.13396599888802,0,0
"2021-01-01 10:00:00","2021-01-01 11:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,296250,296250,0.13487699627876,0,0
"2021-01-01 11:00:00","2021-01-01 12:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,343250,343250,0.15627500414848,0,0
"2021-01-01 12:00:00","2021-01-01 13:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,353501,353501,0.16094200313091,0,0
"2021-01-01 13:00:00","2021-01-01 14:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,360250,360250,0.16401499509811,0,0
"2021-01-01 14:00:00","2021-01-01 15:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,364000,364000,0.16572199761868,0,0
"2021-01-01 15:00:00","2021-01-01 16:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,306251,306251,0.13943000137806,0,0
"2021-01-01 16:00:00","2021-01-01 17:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,271000,271000,0.12338099628687,0,0
"2021-01-01 17:00:00","2021-01-01 18:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,290001,290001,0.13203099370003,0,0
"2021-01-01 18:00:00","2021-01-01 19:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,274749,274749,0.12508800625801,0,0
"2021-01-01 19:00:00","2021-01-01 20:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,290250,290250,0.13214500248432,0,0
"2021-01-01 20:00:00","2021-01-01 21:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,332749,332749,0.15149399638176,0,0
"2021-01-01 21:00:00","2021-01-01 22:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,318249,318249,0.1448930054903,0,0
"2021-01-01 22:00:00","2021-01-01 23:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,277250,277250,0.12622599303722,0,0
"2021-01-01 23:00:00","2021-01-02 00:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,207999,207999,0.094697996973991,0,0
"2021-01-02 00:00:00","2021-01-02 01:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,81249,81249,0.036991998553276,0,0
"2021-01-02 01:00:00","2021-01-02 02:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,59750,59750,0.027202999219298,0,0
"2021-01-02 02:00:00","2021-01-02 03:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,90500,90500,0.041202999651432,0,0
"2021-01-02 03:00:00","2021-01-02 04:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,113249,113249,0.051559999585152,0,0
"2021-01-02 04:00:00","2021-01-02 05:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,117749,117749,0.053608998656273,0,0
"2021-01-02 05:00:00","2021-01-02 06:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,132250,132250,0.0602109991014,0,0
"2021-01-02 06:00:00","2021-01-02 07:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,240250,240250,0.10938099771738,0,0
"2021-01-02 07:00:00","2021-01-02 08:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,143749,143749,0.065447002649307,0,0
"2021-01-02 08:00:00","2021-01-02 09:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,145501,145501,0.066243000328541,0,0
"2021-01-02 09:00:00","2021-01-02 10:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,66249,66249,0.030161999166012,0,0
"2021-01-02 10:00:00","2021-01-02 11:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,54999,54999,0.025040000677109,0,0
"2021-01-02 11:00:00","2021-01-02 12:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,133750,133750,0.060894001275301,0,0
"2021-01-02 12:00:00","2021-01-02 13:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,47249,47249,0.021511999890208,0,0
"2021-01-02 13:00:00","2021-01-02 14:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,39000,39000,0.017756000161171,0,0
"2021-01-02 14:00:00","2021-01-02 15:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,63000,63000,0.028682999312878,0,0
"2021-01-02 15:00:00","2021-01-02 16:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,149500,149500,0.068063996732235,0,0
"2021-01-02 16:00:00","2021-01-02 17:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,161251,161251,0.073413997888565,0,0
"2021-01-02 17:00:00","2021-01-02 18:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,184500,184500,0.083999000489712,0,0
"2021-01-02 18:00:00","2021-01-02 19:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,186000,186000,0.084682002663612,0,0
"2021-01-02 19:00:00","2021-01-02 20:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,184499,184499,0.083999000489712,0,0
"2021-01-02 20:00:00","2021-01-02 21:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,109500,109500,0.049853000789881,0,0
"2021-01-02 21:00:00","2021-01-02 22:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,112750,112750,0.051332999020815,0,0
"2021-01-02 22:00:00","2021-01-02 23:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,185999,185999,0.084682002663612,0,0
"2021-01-02 23:00:00","2021-01-03 00:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,91000,91000,0.041430000215769,0,0
"2021-01-03 00:00:00","2021-01-03 01:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,293751,293751,0.13373899459839,0,0
"2021-01-03 01:00:00","2021-01-03 02:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,184251,184251,0.083884999155998,0,0
"2021-01-03 02:00:00","2021-01-03 03:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,336000,336000,0.15297399461269,0,0
"2021-01-03 03:00:00","2021-01-03 04:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,379251,379251,0.17266499996185,0,0
"2021-01-03 04:00:00","2021-01-03 05:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,388501,388501,0.17687599360943,0,0
