"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2019-12-31 23:00:00","2020-01-01 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 00:00:00","2020-01-01 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 01:00:00","2020-01-01 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 02:00:00","2020-01-01 03:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 03:00:00","2020-01-01 04:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 04:00:00","2020-01-01 05:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 05:00:00","2020-01-01 06:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 06:00:00","2020-01-01 07:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 07:00:00","2020-01-01 08:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1440,1440,0.00023853599850554,0,0
"2020-01-01 08:00:00","2020-01-01 09:00:00",Nederland,Solar,Hour,UTC,Providing,Current,86661,86661,0.014354672282934,0,0
"2020-01-01 09:00:00","2020-01-01 10:00:00",Nederland,Solar,Hour,UTC,Providing,Current,396667,396667,0.065701097249985,0,0
"2020-01-01 10:00:00","2020-01-01 11:00:00",Nederland,Solar,Hour,UTC,Providing,Current,675690,675690,0.11190965026617,0,0
"2020-01-01 11:00:00","2020-01-01 12:00:00",Nederland,Solar,Hour,UTC,Providing,Current,907927,907927,0.15036450326443,0,0
"2020-01-01 12:00:00","2020-01-01 13:00:00",Nederland,Solar,Hour,UTC,Providing,Current,884873,884873,0.1465377509594,0,0
"2020-01-01 13:00:00","2020-01-01 14:00:00",Nederland,Solar,Hour,UTC,Providing,Current,658083,658083,0.10897435247898,0,0
"2020-01-01 14:00:00","2020-01-01 15:00:00",Nederland,Solar,Hour,UTC,Providing,Current,340153,340153,0.056323774158955,0,0
"2020-01-01 15:00:00","2020-01-01 16:00:00",Nederland,Solar,Hour,UTC,Providing,Current,59737,59737,0.0098909875378013,0,0
"2020-01-01 16:00:00","2020-01-01 17:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 17:00:00","2020-01-01 18:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 18:00:00","2020-01-01 19:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 19:00:00","2020-01-01 20:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 20:00:00","2020-01-01 21:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 21:00:00","2020-01-01 22:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 22:00:00","2020-01-01 23:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-01 23:00:00","2020-01-02 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 00:00:00","2020-01-02 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 01:00:00","2020-01-02 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 02:00:00","2020-01-02 03:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 03:00:00","2020-01-02 04:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 04:00:00","2020-01-02 05:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 05:00:00","2020-01-02 06:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 06:00:00","2020-01-02 07:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 07:00:00","2020-01-02 08:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1375,1375,0.000227434997214,0,0
"2020-01-02 08:00:00","2020-01-02 09:00:00",Nederland,Solar,Hour,UTC,Providing,Current,48146,48146,0.007963327690959,0,0
"2020-01-02 09:00:00","2020-01-02 10:00:00",Nederland,Solar,Hour,UTC,Providing,Current,217527,217527,0.035976823419333,0,0
"2020-01-02 10:00:00","2020-01-02 11:00:00",Nederland,Solar,Hour,UTC,Providing,Current,382166,382166,0.063202828168869,0,0
"2020-01-02 11:00:00","2020-01-02 12:00:00",Nederland,Solar,Hour,UTC,Providing,Current,444838,444838,0.073563151061535,0,0
"2020-01-02 12:00:00","2020-01-02 13:00:00",Nederland,Solar,Hour,UTC,Providing,Current,442634,442634,0.073194250464439,0,0
"2020-01-02 13:00:00","2020-01-02 14:00:00",Nederland,Solar,Hour,UTC,Providing,Current,359325,359325,0.059414651244879,0,0
"2020-01-02 14:00:00","2020-01-02 15:00:00",Nederland,Solar,Hour,UTC,Providing,Current,201088,201088,0.033248126506805,0,0
"2020-01-02 15:00:00","2020-01-02 16:00:00",Nederland,Solar,Hour,UTC,Providing,Current,42818,42818,0.0070792026817799,0,0
"2020-01-02 16:00:00","2020-01-02 17:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 17:00:00","2020-01-02 18:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 18:00:00","2020-01-02 19:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 19:00:00","2020-01-02 20:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 20:00:00","2020-01-02 21:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 21:00:00","2020-01-02 22:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 22:00:00","2020-01-02 23:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-02 23:00:00","2020-01-03 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 00:00:00","2020-01-03 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 01:00:00","2020-01-03 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 02:00:00","2020-01-03 03:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 03:00:00","2020-01-03 04:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 04:00:00","2020-01-03 05:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 05:00:00","2020-01-03 06:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 06:00:00","2020-01-03 07:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2020-01-03 07:00:00","2020-01-03 08:00:00",Nederland,Solar,Hour,UTC,Providing,Current,695,695,0.00011478999658721,0,0
"2020-01-03 08:00:00","2020-01-03 09:00:00",Nederland,Solar,Hour,UTC,Providing,Current,39801,39801,0.0065734297968447,0,0
"2020-01-03 09:00:00","2020-01-03 10:00:00",Nederland,Solar,Hour,UTC,Providing,Current,159949,159949,0.026415325701237,0,0
"2020-01-03 10:00:00","2020-01-03 11:00:00",Nederland,Solar,Hour,UTC,Providing,Current,279723,279723,0.046193048357964,0,0
"2020-01-03 11:00:00","2020-01-03 12:00:00",Nederland,Solar,Hour,UTC,Providing,Current,381114,381114,0.062932901084423,0,0
"2020-01-03 12:00:00","2020-01-03 13:00:00",Nederland,Solar,Hour,UTC,Providing,Current,358271,358271,0.05915730074048,0,0
